"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Libya","LBY","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.9","","","","","","","","","","","","","",
"St. Lucia","LCA","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.066","45.502","44.201","41.184","35.032","","","","","","","","","39.951","43.973","40.746","34.559","42.892","43.228","26.421","33.101","18.512","",
"Latin America & Caribbean","LCN","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.4882822991781","20.8421559029375","21.3223847880524","20.8403019514762","18.1870538616832","17.7268278800634","17.5827863133871","19.4517067161132","","17.7532415951341","16.3996016865081","16.4653784455868","16.1968918257457","17.2620098934742","19.6632253332731","20.5665778866039","20.6465014543432","20.7933689198968","24.9880050244218","22.201017988452","17.5223580941434","15.3327509610559","13.4912939223569","",
"Least developed countries: UN classification","LDC","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.78","3.794","4.366","3.821","3.152","3.891","4.89","3.816","","2.574","","","","","","","","",
"Sri Lanka","LKA","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.406","30.784","","","33.848","35.666","37.048","28.217","28.103","25.341","27.881","23.828","24.462","23.54","24.913","26.408","26.332","28.361","23.667","29.432","28.121","34.348","35.162","26.027","28.837","","",
"Lower middle income","LMC","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3762013469877","","","","","13.8029375573809","","","","","11.0021184467739","","12.0806050612501","","","","","","22.5575260387442","19.1116965509912","23.4779522751899","19.5607341827252","17.6335761193964","14.1055261139008","14.8324842918757","",
"Low & middle income","LMY","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.429","","","","","","","","","53.596","","","","","41.914","","","","","","38.134","","","","","43.702","",
"Late-demographic dividend","LTE","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2487128979553","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.748","18.908","20.994","27.292","24.646","21.566","32.776","16.526","15.459","9.978","10.445","13.879","22.357","31.579","29.367","22.701","20.358","18.714","16.647","12.625","11.658","10.066","9.251","17.295","14.696","10.401","10.172","16.426","",
"Luxembourg","LUX","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","7.985","5.536","6.523","6.666","6.598","4.792","3.859","4.424","2.541","3.104","4.271","7.248","7.809","8.267","9.188","7.092","7.402","7.288","5.44","8.979","12.189","22.482","16.191","15.153","17.473","24.081","18.551","10.267","22.61","16.954","14.089","24.752","14.149","22.285","12.703","11.907","15.996","21.325","16.26","18.482","22.697","18.142","",
"Latvia","LVA","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.132","26.708","26.158","19.58","21.709","24.045","25.392","26.602","30.795","18.428","16.044","9.95","13.085","29.21","34.758","30.6","29.479","24.935","19.962","14.154","12.142","15.424","11.844","10.134","15.481","14.608","10.17","9.988","14.09","",
"Macao SAR, China","MAC","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.678","3.35","4.931","4.221","4.027","6.87","8.065","","7.333","6.452","7.914","8.527","8.148","5.814","5.79","3.991","4.622","5.882","3.465","4.739","4.478","3.03","4.494","3.846","2.899","3.915","4.384","4.43","6.122","","","","","",
"St. Martin (French part)","MAF","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","17.885","","","","","","","","31.597","","","","38.478","","","","35.859","16.793","","16.594","16.859","15.928","14.446","14.413","14.121","13.28","16.105","14.54","15.99","17.43","19.158","18.241","17.69","21.48","22.75","","","","","41.9","44.36","","","",
"Monaco","MCO","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.353","","","","","","","","","","","","","","","","27.931","","","","","","","","","",
"Moldova","MDA","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.94","14.018","12.625","13.578","12.815","13.562","7.725","6.626","6.051","6.673","4.522","4.98","3.806","3.111","2.205","2.933","2.18","4.042","3.518","2.395","4.443","1.571","3.305","3.933","3.455","",
"Madagascar","MDG","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.289","","2.764","","","","","6.671","","1.003","","","2.996","","","","","","","5.707","","","",
"Maldives","MDV","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.951","","","","","5.133","","","","","","","","","21.429","","","","","11.679","","11.341","","","9.7","","","","","","",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.9983960970099","21.3954812189277","22.7099319622998","23.9897156030856","26.970483505966","22.2458249500449","26.0218869779062","26.1479983674977","26.1927976335846","24.8003944122153","23.9879288757346","","25.5014939851137","25.6341687849969","31.0497139080066","28.0764202735876","","","","",
"Mexico","MEX","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.262","9.88","11.509","8.196","8.094","8.198","8.716","11.229","10.504","10.757","10.319","10.762","10.785","10.015","8.718","7.984","7.564","8.013","8.67","8.294","7.187","6.321","6.226","",
"Marshall Islands","MHL","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.174","","25.137","","","","",
"Middle income","MIC","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4069018465506","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.843","66.512","","61.871","61.373","58.74","57.62","59.278","55.76","54.819","51.791","50.864","55.267","43.775","49.382","49.073","44.11","38.925","38.82","41.345","38.167","31.273","27.379","",
"Mali","MLI","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.126","14.057","","","11.515","7.238","21.357","2.188","21.36","2.262","4.771","8.485","","14.384","16.379","14.653","",
"Malta","MLT","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.422","14.495","14.011","19.413","17.669","16.015","14.37","11.816","9.978","12.534","11.83","12.863","14.499","10.382","9.536","9.842","11.353","9.947","6.742","8.63","8.258","6.015","5.952","6.195","8.189","",
"Myanmar","MMR","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.468","1.76","","4.43","2.064","1.385","5.837","","","","","",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.0296027824421","20.3508909805483","21.5460669324035","22.6696477845996","27.1651075657663","22.4387817283783","25.0047243923741","24.9288306911345","25.1608373535164","25.0855775458927","24.2062772342658","","","24.8913588677574","30.6475317772062","28.4765711724485","","","","",
"Montenegro","MNE","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.206","","","","39.289","41.246","38.829","35.519","34.48","34.635","33.064","23.572","24.274","39.715","32.49","22.484","27.702","25.24","",
"Mongolia","MNG","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.455","4.093","3.846","13.238","13.238","8.787","10.749","14.236","10.4","8.987","13.417","13.032","14.354","22.149","22.589","18.435","21.472","16.375","18.692","12.484","9.84","16.86","",
"Northern Mariana Islands","MNP","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.347","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.133","","","","","","","11.453","","","",
"Mauritania","MRT","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.023","","","","","24.94","","29.449","","","","","","",
"Mauritius","MUS","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.116","","","","","","29.806","29.117","22.942","30.867","34.084","31.058","31.315","25.287","26.469","29.483","27.364","30.399","29.539","32.269","31.244","29.696","30.984","27.98","28.444","28.006","25.327","24.043","18.462","17.453","",
"Malawi","MWI","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.217","","","","","","2.281","","7.076","","","","5.962","","","1.432","","","","22.329","",
"Malaysia","MYS","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","15.275","","","","","","","","","","4.69","","","","","","","","","","","1.351","","","","","","","","","","","","","","","","11.54","11.815","12.488","12.009","10.713","10.646","11.478","10.907","11.843","11.417","11.393","12.517","11.979","12.956","10.365","13.376","","","",
"North America","NAC","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","10.8","12.7","11.5","12.4","12","10.9","9.7","9.7","9.7","9.1","11","12.6","12.3","11.2","12.4","15.5","14.3018263079595","13.8980286167351","12.9396536250511","12.2189094554628","12.9153209606189","13.7629692106188","16.127781982698","15.8604630981978","13.5171845487967","13.1040934856999","12.835896537884","11.7251516341061","10.5888600542078","10.3159257836418","10.7335703927947","12.5404269268082","13.2398209883108","12.5124261589194","11.9863330434215","11.9113695161024","11.661268295008","11.3576267646169","10.1306388190677","9.77191570759223","9.15838325703935","9.75372225180324","11.1609914053864","11.4550973031102","11.056004244312","10.1754824615649","9.75430142557372","9.47083742939991","11.0535839036751","14.6182197500517","15.4825001449181","15.3780230056718","14.4366142620654","13.7037829857391","12.1094243900572","10.4377416522445","9.46720921309213","8.22768725963801","7.83352906547266","7.53373037728064","15.2753273844267","9.2433687257551","7.6038014785706","7.37309143172868","8.49238711089373","9.37703837774393",
"Namibia","NAM","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.07","","","","","","45.88","","40.061","46.227","42.761","","52.517","","38.536","","","","","","","",
"New Caledonia","NCL","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.974","","","39.101","39.419","35.401","48.244","","34.763","38.529","","",
"Niger","NER","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.668","","","","","","","","","","0.164","5.628","","0.412","","","17.526","","0.796","","","0.242","","","",
"Nigeria","NGA","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","22.269","","","","","","","","","","","","","","","","","","","","","","","","","9.229","","11.487","","","","","","9.802","","","7.486","6.407","6.711","",
"Nicaragua","NIC","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.437","","","","","","","","","","","","7.443","","","","","9.675","","","","","","10.153","","12.949","","","","","","","","","","","",
"Netherlands","NLD","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","10.472","","12.639","","","","19.035","","16.725","","17.953","14.465","13.85","11.946","11.976","8.549","9.547","8.988","12.727","11.607","10.301","9.27","8.15","5.856","4.531","4.842","6.489","8.115","10.985","10.054","9.288","7.807","8.979","10.14","9.542","11.642","12.859","13.077","11.174","10.251","8.766","6.638","6.189","9.015","8.961","7.959","8.207","8.537","",
"Norway","NOR","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","8.043","9.603","7.874","7.367","6.239","6.63","8.556","10.919","","","","","","18.286","15.656","14.675","12.991","11.454","11.353","12.048","12.291","11.342","11.67","10.728","8.628","6.58","6.505","7.867","7.509","7.688","6.947","7.53","6.609","8.593","9.266","9.03","8.617","9.51","10.531","12.381","8.107","10.737","11.374","",
"Nepal","NPL","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.161","","","","","","","","","1.637","","","","","","","","","22.483","","","","","","","","",
"Nauru","NRU","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.095","","","","15.903","","","","","","","37.504","","","","","","","","14.451","","","","",
"New Zealand","NZL","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","8.175","7.73","10.041","12.982","13.496","17.182","16.93","16.364","14.783","12.21","11.517","13.359","13.857","12.996","12.375","11.853","11.682","10.633","10.459","10.204","10.432","9.885","10.605","16.384","16.922","15.105","16.826","15.621","14.739","13.861","13.623","13.318","10.956","11.498","12.645","10.22","9.128","10.658","13.761","15.534",
"OECD members","OED","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","17.8837582723397","18.0158475481783","17.6417753348309","17.6447531135961","16.7625866354256","15.697513063652","14.4061919132887","13.9245640912218","14.7125131466643","15.3021443294749","16.0671785914781","16.6126298780468","16.6795447486137","17.1353080913028","17.0802907363097","16.0819291321052","15.828652631634","14.2699237669828","15.1707368134232","14.9570918264384","15.5635495334799","15.7496599356084","15.034755337319","13.8272667972552","13.3233243118728","13.8078137913844","16.987196498226","17.3586777892409","17.4020160639437","17.5318202562222","17.5873592445863","16.5100455907797","15.4345931479627","14.5798852220306","13.715742029584","12.9324600346297","13.0742766570358","16.7633108451484","14.437222749167","12.1555972519312","11.5924132001175","12.0252029751689","",
"Oman","OMN","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.84","","","","","","","","52.107","14.607","15.598","16.517","31.63","","","","","",
"Other small states","OSS","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.7304598169394","","","","","23.3761506320309","","","","",
"Pakistan","PAK","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.288","","1.313","21.766","15.265","10.836","9.985","18.147","","20.951","18.466","","29.223","","20.557","","14.885","","0.595","0.496","1.262","0.642","1.082","1.337","4.439","5.396","3.874","9.426","4.503","","6.775","8.823","23.884","14.418","","","","13.234",
"Panama","PAN","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.824","","","","","","","","","","","","","","","","","","","21.609","18.77","13.41","12.955","12.712","13.852","15.772","15.852","19.268","20.012","22.989","51.883","27.083","23.314","22.011","26.686","",
"Peru","PER","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.55","9.167","9.822","8.498","6.986","6.902","5.553","5.51","8.171","8.671","8.359","7.782","7.992","6.899","7.14","7.048","7.883","6.849","7.492","6.518","8.586","8.369","8.914","7.87","12.86","10.688","7.904","9.188","9.737","9.717",
"Philippines","PHL","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","16.069","","20.368","18.454","21.982","19.164","21.606","20.397","20.752","20.885","19.141","17.567","18.516","21.534","25.296","","12.844","","11.866","11.84","11.887","12.435","10.911","12.438","12.808","11.995","11.902","11.651","11.239","11.333","10.008","9.222","8.91","8.222","8.248","8.513","10.278","8.279","8.229","","",
"Palau","PLW","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.729","","","","","10.63","","","","","","","","","","","","","","","","","","","","3.54","","","","","",
"Papua New Guinea","PNG","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.952","","","","","","","","","","","","2.984","","","",
"Poland","POL","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.101","23.491","31.565","35.27","42.127","44.619","44.486","42.963","38.985","31.427","23.518","19.675","21.032","25.156","28.344","29.715","29.904","25.384","20.805","17.895","15.097","12.014","10.22","11.599","12.366","11.115","11.048","10.841","",
"Pre-demographic dividend","PRE","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico (US)","PRI","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","30.754","29.631","28.503","23.124","","26.784","29.016","40.998","34.96","35.623","39.096","41.722","30.909","","27.586","33.333","31.035","25","","23.288","25.676","24.691","24.39","19.54","16.049","","23.457","22.988","19.048","20.93","21.622","19.048","20.312","","22","24.528","23.077","","","25","","","","","33.536","","","","","",
"Korea, Dem. People's Rep.","PRK","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","28.068","28.24","27.924","26.118","24.364","","30.748","25.847","25.472","21.995","19.296","15.849","13.314","11.733","10.759","14.745","16.878","17.108","20.023","17.974","10.741","11","11.759","11.995","12.086","16.713","15.901","19.157","18.499","20.314","20.296","21.68","24.022","31.672","39.227","39.918","35.005","34.09","28.618","25.348","20.477","21.334","23.983","26.651","20.55","20.116","22.408","21.156",
"Paraguay","PRY","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.07","7.355","","","","10.951","12.463","","14.742","22.515","18.346","18.044","14.584","14.959","16.294","13.841","16.18","15.431","16.984","13.884","11.893","15.777","12.094","15.479","19.66","18.725","20.153","23.341","22.093","17.807","17.155","17.333","14.295",
"West Bank and Gaza","PSE","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.175","24.732","29.962","34.434","37.272","39.269","33.398","36.987","44.168","39.183","44.263","47.106","57.097","58.801","52.074","56.553","61.075","67.151","69.444","67.171","69.961","64.541","56.992","","56.68","56.11",
"Pacific island small states","PSS","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","17.5522596826351","17.6059279183873","17.4641276713175","17.0628233961861","16.3764194018877","15.4072784464873","14.1239611849356","13.7067551912542","14.3836523855137","14.9530629524889","15.99265603303","16.3532673891009","16.6392178143956","16.6429697304409","16.5907688819415","15.3744308801192","14.8188548082975","13.2091433800661","12.7892920303089","13.2450874597233","13.4211282644375","13.5269038070686","13.519619337168","13.257199875076","12.3597011071411","12.9069511541939","15.7176273784325","16.6623724977947","17.0763129436796","17.2760533603968","17.3948646410587","16.5981776167076","15.308414359695","14.1501082176161","12.6821855233743","11.8193812654892","11.1269908407103","15.4684465980282","12.7764404106878","10.443456366342","10.2332358931259","11.0062886408673","",
"French Polynesia","PYF","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.851","","","","","","39.127","","","","","38.498","","","","","59.672","","","","","","","","","","","","","",
"Qatar","QAT","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.784","","","7.447","4.753","7.044","","8.949","5.166","6.201","3.92","2.184","2.099","1.947","1.294","1.348","1.742","1.741","","","","",
"Romania","ROU","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.424","","","23.449","23.866","19.16","16.926","15.465","15.931","17.14","21.964","20.003","18.681","18.427","20.188","18.726","18.26","20.062","22.114","23.714","23.044","24.581","24.695","23.37","21.822","18.628","16.164","17.45","16.508","21.198","24.879","22.222","25.1","",
"Russian Federation","RUS","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.962","14.672","15.03","19.242","17.415","15.757","15.306","14.75","14.377","17.071","17.285","16.948","17.883","15.737","18.31","17.453","15.563","11.88","8.643","",
"Rwanda","RWA","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.503","","","","","","","","","","","","","","","","","","2.466","","","17.971","16.769","16.652","17.293","24.252","23.471","20.331","19.11","",
