"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Algeria","DZA","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.563","37.566","","39.216","39.776","41.477","45.302","44.944","45.455","","","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4033406333936","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8227949069835","","","","","16.7833138327997","","","","","15.679209184751","","15.7886371502643","","","","","","23.0999630454684","21.3021355152408","24.3376576832947","19.6259249937987","19.3713649647599","16.2379923564414","17.5064290224459","",
"East Asia & Pacific","EAS","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1841956536372","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7529743466126","19.9337021035596","","","","21.3224658546205","21.67569305819","20.9969029976687","20.4596383130515","21.1508471947027","23.6088422405986","22.3108559952426","23.8130553140122","21.9705439776187","23.6788555624885","25.5984456417696","23.8345003915842","25.4644413822329","","","","",
"Europe & Central Asia","ECS","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.1726490109456","19.3873887282563","19.9613152962148","19.8039400604287","19.8497166319805","20.526817486648","20.0837825006222","17.8045424566926","17.5970284438928","20.3140386853172","20.9847327167101","21.1722393452303","21.9595671083887","22.5644303174327","22.4305001552462","21.5094586998742","20.9464023498762","19.2576544865859","18.7103736320188","18.2336128318327","20.0086161515596","19.8479278806898","16.7931535808086","15.873966762209","15.600553702065","",
"Ecuador","ECU","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.006","24.498","31.869","","12.34","10.323","","11.423","12.239","10.131","10.537","8.03","11.705","12.852","12.626","12.209","11.277","10.921","11.325","11.031","13.51","11.102","10.284","11.729","15.316","12.785","10.985","10.34","11.441","10.864",
"Egypt, Arab Rep.","EGY","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.77","36.708","","51.098","40.048","","","62.188","55.173","47.892","53.34","55.131","53.364","52.69","56.785","52.008","48.452","38.271","38.615","38.389","52.015","49.451","43.57","42.522","50.466","38.042","28.991","",
"Euro area","EMU","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","24.8185144148593","27.4322307352692","27.2841590825722","27.0212023663402","26.2935191713483","25.4527647213361","23.4528922878659","22.0930121385762","21.9025185448654","22.5564795969329","25.5483338613772","27.6627052623594","27.9003511291405","28.3272122605819","27.897409470382","25.7259598240673","24.3410754554892","21.4924031228647","19.0866967298475","19.5753356938078","19.3470812087019","19.7839026593757","20.6540189560672","19.6634460190964","17.7719374196964","17.9523868873823","21.4536911777273","22.9307274131779","24.0566743792797","26.5235958845401","27.8195055698221","27.3017166193819","25.6968581000001","24.2859478607745","21.7379010227673","19.713439909909","18.483735938891","21.2790710438422","20.5780366643541","17.4180748600318","16.699224610123","16.88186345195","",
"Eritrea","ERI","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","12.736","18.222","22.035","29.345","35.775","39.469","43.735","48.181","50.997","49.645","49.592","48.305","42.58","39.265","37.126","39.654","46.48","49.55","48.228","48.183","45.665","43.007","36.822","32.079","26.341","27.665","26.421","26.391","23.379","21.502","21.712","25.52","36.116","39.607","43.986","51.439","54.62","52.933","47.97","44.899","37.417","33.261","34.474","39.72","36.177","30.881","28.486","27.115","25.843",
"Estonia","EST","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.437","11.759","21.829","19.668","31.808","24.727","31.928","23.906","13.822","15.122","7.154","11.291","21.833","29.503","20.586","18.466","19.702","10.021","13.028","10.677","9.453","11.247","12.098","18.628","15.005","16.48","16.367","19.281","",
"Ethiopia","ETH","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.447","","","","","","4.597","","","","","","","","4.483","","","","","","","","8.395","","","","",
"European Union","EUU","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","24.3220717295439","26.7037228126643","26.5469432364644","26.1668915217082","25.5063393643546","25.1783970685036","22.7660242144263","21.9150112120178","21.1477930701075","22.4767191676629","24.8149678076869","26.6715932433201","26.4336693409511","26.5551880809014","25.9636457887526","23.8385162425252","23.7365813118647","22.0733140436025","21.3974788597734","22.2450268771811","21.937486333866","22.1065313633547","22.4316879708451","20.9147817586696","18.2089642134922","17.86872719459","21.0904400793383","22.8916785134079","24.1616417002821","26.2328418770068","27.3021233347048","26.2122755390013","24.246632457767","22.5877759382143","20.1389440163966","18.0988673749237","17.0996451796061","19.6736968874783","19.4888857205392","16.8353371344497","16.1927347003701","16.6192846928881","",
"Fragile and conflict affected situations","FCS","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","11.413","10","10.44","10.152","","10.309","8.674","8.377","8.065","7.303","9.04","","","","","","41.057","41.213","36.843","35.349","29.698","29.244","27.529","27.776","27.874","27.19","26.074","25.285","16.574","15.78","18.974","19.025","18.388","18.012","17.053","18.35","19.689","18.593","19.332","16.786","15.63","19.423","16.41","14.008","15.435","17.996","",
"Fiji","FJI","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","28","","","","","","","","","","","","","","16.702","","","","","","","","","15.998","","26.279","","","","18.399","","","25.727","","22.354","","","","","","","","22.263","",
"France","FRA","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","23.896","28.68","28.791","26.447","27.054","25.304","23.048","23.04","22.623","24.979","27.658","30.495","30.64","30.292","31.139","28.424","28.204","22.559","20.467","20.793","18.173","19.768","22.772","24.247","20.66","19.446","22.922","24.808","24.261","24.779","25.27","24.227","24.275","25.136","21.949","20.172","18.962","20.792","19.537","16.776","16.683","18.961","",
"Faroe Islands","FRO","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.881","3.076","3.246","4.08","7.567","15.335","12.475","11.384","11.723","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.866","","","","","","","","","","","",
"Gabon","GAB","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.201","","","","","","","","","","","","","","","","","41.897","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","17.52","16.959","16.598","17.031","15.038","11.907","9.299","9.252","11.447","11.664","13.449","12.798","12.581","11.378","11.182","10.64","10.355","10.402","8.684","8.767","9.466","9.726","11.261","12.27","12.86","13.041","16.369","17.923","18.814","18.832","18.189","15.292","13.578","11.394","11.006","10.635","9.003","11.844","11.364","8.134","9.409","11.902","12.984",
"Georgia","GEO","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.789","20.5","19.766","27.297","31.688","33.333","30.643","","36.835","42.631","50.51","45.7","45.542","40.998","40.453","33.262","40.215","32.575","32.727","35.252","32.908","32.697","30.616","31.852","29.987","21.602","",
"Ghana","GHA","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.927","","","","","","","18.7","","16.763","","","","","","10.229","","","","12.237","","","5.046","","14.586","","6.09","","","","1.469","5.225","8.112","10.904","",
"Gibraltar","GIB","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.753","","","","","","","","","","","","5.202","","","","","7.927","","","","","","",
"Gambia, The","GMB","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.657","","","","","","6.179","","","","","10.68","","",
"Guinea-Bissau","GNB","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.763","2.241","","","1.798","","","",
"Equatorial Guinea","GNQ","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","18.195","25.992","30.063","31.847","31.978","34.208","34.586","36.476","34.297","32.912","33.488","37.605","41.323","39.064","42.207","42.772","42.811","43.695","41.687","38.161","35.695","35.423","36.492","35.953","34.534","34.438","31.969","28.19","33.298","40.696","52.105","63.372","64.2","58.636","54.906","50.634","48.297","44.372","37.243","38.325","40.883","38.823","29.312","24.013","",
"Grenada","GRD","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.667","","","58.812","","44.884","","39.37","","","","","","","","","","","","","","","","","","","","34.358","24.344","30.906","38.46","","20.621","","",
"Greenland","GRL","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.688","19.006","19.567","18.914","20.56","17.647","","","","","","","","","","",
"Guatemala","GTM","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.717","5.107","7.434","","5.38","","","","6.741","13.613","6.501","5.871","8.48","10.094","8.239","8.048","6.722","5.677","","5.446","10.416","4.66","5.057","",
"Guam","GUM","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","18","","","16.258","","","","","","","","","","","","","","","","27.1","","12.62","13.524","13.489","19.386","","25.397","","28.942","","","","","","","","","","","","","","",
"Guyana","GUY","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.734","","","","","38.3","","","","","","","","","","31.233","","","","","","","","","","","","","","","","33.432","32.38","","","","","","",
"High income","HIC","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","17.464177153117","17.6153416658692","17.2784771962404","16.9390398899845","16.2798764401235","15.2986425490169","13.9780353402355","13.6673379311539","14.3461559895359","15.1295123484973","15.7437273562811","16.0614488741422","16.5499810349076","16.7007119247431","16.8780687519636","15.8774576082871","15.63982977329","14.5138102305745","14.285370905866","15.1687932756298","15.3969839830458","15.0317761066409","14.8363512179623","14.9174564452914","13.9388569048289","14.4443727811567","17.8418292969562","17.2739228088018","17.3319479656789","18.6493668434539","18.6168105193593","17.6382428308931","15.540293152782","14.6664268280663","14.6697761868046","13.796878215773","13.0154987112165","17.1498021513288","14.0570954866593","12.0740988901156","11.3974357031628","11.6883590910463","",
"Hong Kong SAR, China","HKG","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","5.164","6.2","3.728","4.907","5.667","5.92","5.288","5.407","3.926","3.088","2.375","3.262","3.65","3.88","4.11","3.58","5.93","5.58","4.6","9.01","","10.4","9.2","11.92","11.68","9.2","7.91","8.09","7.18","6.86","10.13","10.325","7.721","7.669","7.738","8.11","9.606","8.582","7.97","7.568","6.566","13.705","10.424","10.113","8.315","8.556","",
"Honduras","HND","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.859","9.912","8.068","8.811","9.918","12.006","13.759","12.573","15.916","17.602","19.264","20.596","17.026","16.295","17.647","27.729","18.594","21.462","15.984","12.499","13.447",
"Heavily indebted poor countries (HIPC)","HPC","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.559","","","","","","","","","","","38.881","38.501","37.28","35.131","31.144","29.265","28.29","27.456","33.581","36.089","42.289","51.015","46.608","43.543","31.02","27.179","29.074","18.769","23.905","26.335","22.125","21.925","18.199","",
"Haiti","HTI","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.397","","","","","","","","","21.1","","","","48.343","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.265","14.067","12.622","10.616","10.366","9.548","10.246","12.057","14.166","19.045","19.809","18.879","20.376","24.518","24.669","24.674","27.106","27.901","20.949","15.963","12.903","12.055","10.687","11","14.203","15.592","9.559","12.256","14.804","",
"IBRD only","IBD","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6801372173074","","","","","","","","","","","","16.7964848742236","","","","","","","22.4003598478007","24.23620911597","22.2003451090137","20.3413843092528","","","",
"IDA & IBRD total","IBT","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.01846356191976","","8.10072349547322","","","","","","9.67211973717313","","","","","","",
"Indonesia","IDN","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.177","8.571","8.837","9.133","14.589","","17.004","17.254","19.133","21.103","20.096","21.21","24.256","23.734","27.442","29.823","27.325","25.287","21.36","20.607","18.816","19.347","15.971","16.06","16.085","17.041","15.825","14.352","16.348","13.168","14.28","12.654","13.685","13.08","","",
"IDA only","IDX","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.922","","","","","5.268","","","","","2.968","","","","","5.15","","","","","8.204","","","","","5.473","","","","","","","","","",
"India","IND","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.222","","","","","","7.019","","","","","8.999","","","","","10.35","","10.506","","","","","","26.153","23.112","25.537","20.08","19.262","15.582","17.231","",
"Not classified","INX","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","18.827","20.06","23.352","22.627","22.806","22.805","19.573","18.22","21.073","20.782","22.755","20.526","17.346","17","14.871","10.958","8.428","6.902","5.764","6.598","7.054","7.547","7.279","7.741","7.868","10.053","16.796","20.895","22.33","23.569","22.78","19.82","16.33","13.559","12.612","12.597","10.592","15.273","16.29","9.568","9.608","11.188","",
"Iran, Islamic Rep.","IRN","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.776","31.933","30.297","34.089","32.475","41.286","42.71","41.166","41.853","43.814","42.789","44.274","43.687","39.978","38.816","35.962","37.01","36.093","31.773","30.415","",
"Iraq","IRQ","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.143","","","","","29.787","","46.815","","37.987","63.274","","","","62.169","","","","",
"Iceland","ISL","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.011","7.78","7.763","7.707","5.105","3.78","4.413","2.978","12.183","7.368","6.085","7.654","6.231","7.452","11.971","14.135","10.679","12.348","7.731","6.576","6.729","6.351","7.078","5.633","5.576","9","10.878","5.555","7.246","9.405","",
"Israel","ISR","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","7.763","","9.492","","9.754","7.735","13.138","14.951","15.422","12.929","16.935","16.761","18.672","16.35","17.089","21.617","","","","","","","","","","","","","","","","","19.107","16.998","13.354","13.591","12.922","11.375","12.661","10.576","11.04","9.671","8.98","7.788","7.265","7.142","7.964","7.89","6.446","5.742","4.539","",
"Italy","ITA","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","29.754","30.483","30.442","","34.805","34.92","37.901","39.135","40.254","39.709","39.482","38.549","35.359","33.494","32.981","34.904","35.719","38.226","39.684","40.586","38.404","38.334","35.29","31.566","31.549","30.884","28.917","27.588","25.443","23.317","24.654","28.526","29.416","32.096","37.582","41.457","44.655","42.609","39.62","37.286","34.856","31.081","32.026","32.832","25.815","25.233","22.195","",
"Jamaica","JAM","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","47.984","56.046","","60.511","","","62.8","66.763","","","","","","99.334","","46.919","","40.485","40","37.267","44.578","47.046","44.345","43.874","46.264","","44.212","","27.485","36.333","","","","23.923","23.643","26.482","27.112","32.253","36.559","35.355","","29.974","26.013","21.037","19.194","21.938","18.613","13.275","10.627","","",
"Jordan","JOR","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.15","57","49.833","50.067","49.43","54.539","55.345","47.961","39.989","","",
"Japan","JPN","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","1.9","1.7","1.9","1.9","2.1","2.2","2.2","2.6","2.8","3.1","3.1","3.2","3.2","3.8","4.3","4.2","5","4.7","5.1","5","4.7","4.2","4.1","4.2","4.1","5.1","5.3","6.1","6.4","6.6","7.3","8.2","8.008","8.467","8.648","8.617","8.027","7.323","7.295","7.317","6.706","8.219","8.07","7.233","7.508","5.922","5.621","5.071","4.495","4.4","3.181","3.741","4.082","4.092","3.757","3.8","3.7","3.7",
"Kazakhstan","KAZ","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.312","16.429","15.723","","","","8.18","8.164","5.702","5.038","5.094","4.265","","4.662","","3.966","","","4.151","","4.925","","","",
"Kenya","KEN","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.983","","","","","","20.609","","","","","","","","","","","7.427","","","13.843","","16.954","20.873","","","",
"Kyrgyz Republic","KGZ","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.202","","17.821","16.164","16.241","","","19.255","20.065","18.659","15.461","10.605","10.822","9.198","9.742","8.313","13.466","17.966","16.064","15.015","14.511","6.997","","",
"Cambodia","KHM","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.463","0.852","12.037","","5.277","3.58","","1.323","","","","1.719","1.147","0.832","0.943","0.423","1.378","0.706","1.011","0.957","1.214","0.449","","1.549","0.557","0.965","","0.41","","",
"Kiribati","KIR","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.614","","","","","","","","","","7.446","","","","24.616","32.545","","","11.895","","",
"St. Kitts and Nevis","KNA","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","21.709","","","","","","","","","","","10.066","","","","","","","","","","9.809","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","6.63","","","","","","","","","","","","","","","","","","","","","","","","","8.653","8.373","7.165","8.715","9.261","8.59","8.291","6.529","7.456","8.302","7.752","7.287","7.508","9.052","8.114","10.007","10.145","9.655","10.044","9.641","9.743","7.447","6.227","5.441","6.544","5.746",
"Kuwait","KWT","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","3.356","","","","","","","","","","","","","","","","","","","","","","10.003","","","","","","","","","17.6","25.152","29.988","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2555345967168","20.5362587149183","21.2568709664138","20.697768405521","17.8934934198287","17.7904615654434","17.7805602400861","19.4432152086027","","17.5801397876256","16.0551977050556","16.2827103300332","15.9535506260635","17.0717993380428","19.9482656789951","20.8167861836952","20.4704965495216","20.6001996890333","24.8358650778932","21.8668851457238","17.1963305798064","14.8492432650652","12.9302211836397","",
"Lao PDR","LAO","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.651","","","","","3.466","","5.432","","","","","2.166","","","",
"Lebanon","LBN","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.98","","","21.596","","","","","","","","","","","","21.426","","","","","","",
"Liberia","LBR","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.053","","","","1.198","","2.219","8.93","","","","","","","","",
